Gene	full_length	coding_length	GC	CpG	RepliSeq_ENCFF001GNK_GM12878	RepliSeq_ENCFF001GNN_GM12878	RepliSeq_ENCFF001GOW_HeLa-S3	RepliSeq_ENCFF001GRX_K562	RepliSeq_ENCFF001GOA_GM12878	RepliSeq_ENCFF001GSJ_K562	RepliSeq_ENCFF001GSP_K562	RepliSeq_ENCFF001GTK_MCF-7	RepliSeq_ENCFF001GNT_GM12878	RepliSeq_ENCFF001GNR_GM12878	RepliSeq_ENCFF001GNX_GM12878	RepliSeq_ENCFF001GSN_K562	RepliSeq_ENCFF001GSB_K562	RepliSeq_ENCFF001GTH_MCF-7	RepliSeq_ENCFF001GSX_MCF-7	RepliSeq_ENCFF001GSF_K562	RepliSeq_ENCFF001GON_HeLa-S3	RepliSeq_ENCFF001GOQ_HeLa-S3	RepliSeq_ENCFF001GOS_HeLa-S3	RepliSeq_ENCFF001GOJ_HeLa-S3	RepliSeq_ENCFF001GTD_MCF-7	RepliSeq_ENCFF001GTF_MCF-7	RepliSeq_ENCFF001GSV_MCF-7
MSANTD1	3.61435648777	-0.234465253637	0.644	0.784	34.000	4.600	3.000	25.500	1.333	30.714	3.500	1.333	11.500	49.000	1.000	2.500	4.429	2.000	6.500	34.000	42.143	27.500	3.500	4.000	25.250	7.000	58.800
MSANTD2	5.08351123913	0.745882688902	0.535	0.660	6.000	2.111	2.500	9.647	1.000	41.174	5.636	4.200	51.579	20.318	19.556	26.087	7.467	21.250	4.250	10.769	26.900	34.000	17.889	5.500	17.167	42.667	10.143
MSANTD3	4.61600474408	-0.177881725271	0.460	0.491	5.000	1.000	5.000	17.417	4.000	19.769	2.500	11.500	41.389	27.875	21.300	6.857	2.000	33.286	7.571	52.941	28.750	36.700	14.500	5.500	9.545	29.250	9.167
MSANTD3-TMEFF1	7.0846064495	0.44572670335	0.435	0.379	3.250	3.000	5.421	13.415	5.581	32.418	4.172	17.188	45.513	20.074	25.492	6.174	3.739	37.130	8.370	43.500	19.654	37.982	24.780	4.238	7.633	24.195	6.552
MSANTD4	3.8446869363	0.0496307677246	0.426	0.496	1.000	4.500	5.500	2.500	34.200	2.400	53.100	30.286	9.429	1.000	47.667	16.111	25.000	6.000	53.375	1.500	18.833	35.571	27.667	4.500	1.667	2.500	8.000
MSC	1.5631581304	-0.694321256758	0.672	0.819	37.250	7.667	7.333	9.400	21.500	1.000	41.500	16.000	11.000	12.875	9.500	11.600	35.143	3.500	70.200	2.000	31.500	22.667	11.500	5.333	1.667	2.333	6.400
MSGN1	-0.780908941754	-0.788364746673	0.617	0.345	56.000	10.000	51.000	18.750	4.500	13.429	25.833	33.833	5.500	22.400	2.000	22.167	12.200	34.500	11.500	7.333	1.500	3.500	24.750	17.286	3.500	10.500	5.500
MSH2	6.32484659836	1.48645695577	0.413	0.391	38.148	6.278	3.545	41.792	1.600	12.175	4.286	1.500	12.429	41.146	1.333	1.750	3.000	3.273	8.625	38.120	34.000	35.125	7.882	4.000	28.429	8.167	49.526
MSH3	7.79550722268	1.77019475495	0.423	0.406	5.260	2.111	5.273	9.435	4.679	39.112	5.719	5.305	49.530	13.538	27.544	35.169	5.349	21.959	5.622	7.781	14.725	38.960	31.957	3.767	24.976	35.989	7.419
MSH4	6.8625505763	1.48954293564	0.380	0.315	5.297	4.500	21.622	8.414	30.522	35.275	10.957	44.019	18.137	8.278	33.738	22.172	6.633	14.692	33.133	19.804	6.765	20.682	41.140	8.333	1.857	3.500	3.480
MSH5	4.50658924861	1.35388783628	0.534	0.385	83.500	9.833	3.500	82.111	1.000	2.000	4.400	1.000	1.000	3.667	1.000	1.500	4.333	1.500	7.333	6.600	13.333	2.500	2.667	7.667	6.500	3.500	80.500
MSH6	4.57724753559	2.0285691522	0.449	0.370	42.267	4.778	3.167	18.091	2.800	39.067	3.400	1.000	11.300	37.529	1.333	10.200	7.200	8.818	10.100	21.750	22.571	31.750	17.667	3.667	29.222	38.100	12.750
MSI1	4.79965722386	0.119024103142	0.610	0.712	40.615	5.167	3.500	69.133	1.000	4.300	2.500	1.000	6.167	46.667	1.500	2.000	4.091	2.600	8.000	19.167	35.500	5.000	3.000	4.667	16.500	4.800	67.000
MSI2	8.74429230487	0.171206827418	0.522	0.730	25.219	3.486	3.312	16.876	1.500	36.084	3.431	3.200	24.354	44.448	3.660	9.403	6.052	9.914	6.763	31.152	27.465	30.504	15.309	4.915	34.176	29.358	16.273
MSL1	3.83349733686	0.0745054363636	0.468	0.330	76.200	9.500	2.000	72.000	2.000	2.500	6.571	1.000	1.000	10.714	1.000	2.000	6.000	3.429	7.500	11.400	9.500	3.000	2.500	8.500	8.000	4.500	75.750
MSL2	5.5524078135	0.791605724705	0.436	0.404	15.000	2.500	2.800	19.821	1.600	20.000	5.857	1.750	33.231	44.760	3.700	5.455	13.952	5.571	7.727	35.704	44.053	25.500	4.500	5.400	41.400	23.059	20.933
MSL3	4.13709360897	0.770617646656	0.479	0.491	12.000	13.600	53.143	10.750	24.143	34.778	4.500	23.500	18.000	11.571	19.889	5.500	2.500	5.333	63.000	42.800	1.000	1.000	10.167	33.200	1.333	2.500	4.600
MSLN	3.0181000075	0.918386234446	0.653	0.562	52.167	4.500	4.000	75.600	1.000	1.000	2.000	1.000	7.500	35.429	1.000	1.500	5.500	2.000	7.400	14.400	9.000	3.000	1.000	8.000	7.500	2.500	80.286
MSMB	3.69666157292	-1.54793176978	0.436	0.309	3.500	3.500	5.000	8.333	2.000	53.571	1.000	7.000	52.750	9.500	28.500	10.750	8.000	22.167	6.000	18.833	11.500	38.000	36.600	3.600	21.600	30.500	12.500
MSMO1	3.95391705206	-0.186064929519	0.354	0.146	6.333	2.000	3.500	9.400	11.400	16.571	26.111	26.286	31.000	8.333	40.600	29.917	12.889	38.143	11.000	4.000	30.167	33.167	11.500	7.000	5.000	15.400	4.500
MSMP	0.364012053559	-1.26188071122	0.592	0.192	60.333	9.000	3.500	42.667	2.000	7.333	3.000	1.000	3.500	26.000	1.000	1.000	6.750	3.000	5.000	39.571	30.000	5.333	2.500	5.667	36.167	8.500	47.000
MSN	6.21496017615	0.791605724705	0.531	0.402	14.733	37.610	3.783	24.675	9.824	23.146	4.000	11.174	12.630	19.400	6.333	6.800	4.389	2.429	75.808	40.378	32.120	24.714	9.455	6.000	1.500	3.000	5.714
MSR1	6.4079305293	0.479230561206	0.450	0.401	2.842	85.741	32.150	7.500	9.889	2.556	40.245	16.114	1.000	1.000	1.000	30.811	17.050	3.750	66.000	1.923	1.889	10.300	44.278	7.300	2.500	2.692	9.654
MSRA	8.54929566642	-0.477944250839	0.545	0.527	2.914	5.145	26.495	7.605	28.982	19.650	20.097	36.755	14.527	2.375	46.775	44.804	6.429	31.580	11.953	5.899	5.224	20.613	36.402	8.394	3.653	11.327	5.224
MSRB1	2.34993137336	-1.52284078881	0.563	0.797	69.500	6.500	3.500	82.000	1.000	1.500	2.000	2.000	1.000	20.500	1.000	1.000	4.500	2.500	7.500	9.333	15.000	2.333	3.000	6.500	5.500	2.500	79.500
MSRB2	4.72879125286	-0.873027143742	0.573	0.677	6.889	2.667	4.500	20.000	3.833	35.688	3.500	6.333	38.533	22.214	25.545	2.500	3.000	19.500	5.000	34.211	19.889	37.308	21.333	6.300	21.455	37.818	10.700
MSRB3	7.55662100587	-0.617056130431	0.540	0.505	4.304	1.875	4.167	9.000	13.771	12.682	34.355	30.483	37.903	12.588	34.882	38.248	9.355	36.952	8.939	2.000	23.020	40.594	20.045	4.591	3.684	16.191	5.083
MSS51	3.31947342626	0.464668267003	0.515	0.251	45.400	3.500	2.500	59.000	1.000	4.000	2.000	2.000	9.200	40.500	1.000	1.000	4.500	4.500	7.667	29.833	32.500	5.500	2.000	8.000	33.143	15.400	37.250
MST1	2.26813492392	1.12101540096	0.615	0.618	62.500	6.333	2.000	57.625	1.000	3.000	5.333	1.000	1.500	28.000	1.000	4.500	10.000	2.500	4.500	19.200	42.500	6.500	2.000	5.333	20.000	3.500	68.143
MST1L	3.29968425814	1.04753838876	0.621	0.647	6.500	4.000	1.000	22.800	1.000	16.500	3.000	1.000	50.250	30.500	8.500	3.000	5.000	2.667	7.000	49.571	28.800	43.750	8.500	3.000	38.600	9.000	42.000
MST1R	4.05614996111	2.07038932789	0.598	0.392	76.182	7.833	2.500	74.556	1.000	3.167	5.500	1.333	1.000	14.500	1.000	1.667	7.750	1.500	7.429	8.250	10.167	2.000	2.000	7.500	9.800	3.500	76.500
MSTN	2.8135246893	0.169925001442	0.406	0.345	22.429	2.667	1.667	3.000	1.400	38.375	3.500	5.000	31.167	40.143	1.500	6.333	5.500	33.333	3.500	45.500	39.000	41.800	4.500	5.000	17.500	36.000	4.500
MSTO1	2.26243315763	0.953078952613	0.567	0.334	73.200	9.167	3.000	64.625	1.000	2.000	3.000	2.000	1.000	15.500	1.000	1.500	4.500	3.500	9.000	24.286	16.500	2.667	3.000	8.000	12.500	7.500	65.500
MSX1	2.09389816259	-0.137647800468	0.704	0.837	5.000	2.000	21.000	10.000	3.000	35.000	6.500	30.500	43.000	16.333	31.000	39.625	7.000	39.500	6.500	3.400	4.500	24.000	43.400	4.500	4.500	14.600	4.500
MSX2	2.66174959981	-0.320125852253	0.629	0.736	2.500	11.333	41.000	6.000	44.800	8.500	33.333	1.000	7.333	2.000	32.500	44.444	5.500	13.000	5.500	2.000	1.000	6.667	28.750	19.750	29.000	36.500	14.500
MT1A	0.507921464957	-2.45008444638	0.601	0.061	30.500	6.500	2.000	4.500	1.000	52.000	1.000	1.500	5.500	57.286	1.000	8.000	3.000	2.500	6.000	30.800	35.600	7.000	2.000	6.000	37.333	10.500	43.833
MT1B	0.385154896884	-2.45008444638	0.607	0.238	36.111	7.500	2.000	7.500	1.000	50.000	1.000	1.000	4.500	50.200	1.000	7.500	4.800	2.500	5.000	28.286	37.500	7.400	2.000	5.667	38.333	8.500	45.500
MT1E	0.526068811668	-2.45008444638	0.628	0.387	27.429	4.750	2.667	3.750	1.000	47.571	2.000	1.500	8.500	58.125	1.000	9.600	2.500	3.000	5.500	34.500	35.333	7.000	1.333	6.500	38.143	11.500	41.000
MT1F	0.444667066842	-2.17788172527	0.615	0.336	40.000	7.500	1.500	8.500	1.000	50.100	1.000	1.400	3.500	47.286	1.000	7.000	6.000	2.500	4.667	27.833	39.000	7.333	2.000	5.667	36.833	8.000	48.143
MT1G	0.41251057125	-2.42662547355	0.624	0.221	45.000	7.000	1.500	9.600	1.000	48.500	1.500	1.000	3.500	44.000	1.000	7.000	6.000	3.000	5.000	28.400	39.667	7.000	2.000	6.000	37.200	7.600	47.375
MT1H	0.396159489073	-2.45008444638	0.628	0.277	45.600	6.500	1.500	10.833	1.000	46.500	1.500	1.000	3.500	43.000	1.000	7.000	6.500	3.000	5.500	28.500	40.000	7.000	1.500	6.000	37.600	7.400	46.714
MT1HL1	-1.66200353648	-2.45008444638	0.628	0.389	2.500	2.500	57.000	4.500	29.800	21.500	21.500	43.833	12.600	1.500	50.250	42.333	4.000	14.000	32.000	6.500	1.000	2.000	17.000	20.500	2.500	3.333	4.500
MT1M	0.448900951145	-2.45008444638	0.623	0.340	27.429	6.000	2.333	3.500	1.000	50.500	1.500	1.000	7.000	58.500	1.000	9.000	3.000	2.667	5.500	33.000	35.500	7.000	1.667	6.000	37.429	10.500	43.200
MT1X	0.788268082867	-2.45008444638	0.607	0.179	51.667	6.500	2.500	12.000	1.000	43.000	1.500	1.000	4.000	36.000	1.000	5.714	8.000	2.000	6.333	29.429	40.500	6.500	1.600	6.400	37.625	7.500	46.000
MT2A	-0.101598140008	-2.45008444638	0.628	0.444	27.200	3.500	3.000	10.000	1.000	41.556	1.600	2.000	11.000	58.400	1.000	10.500	3.000	2.500	6.500	32.429	37.400	8.000	1.000	8.000	40.000	12.500	35.889
MT3	0.79410389856	-2.29335894269	0.618	0.259	25.000	2.500	3.333	15.000	1.000	39.333	3.500	2.000	12.000	59.200	1.000	9.500	5.200	2.000	5.333	28.000	40.000	8.667	1.000	8.000	40.400	10.500	39.833
MT4	1.96679958463	-2.42662547355	0.559	0.138	17.000	5.000	2.667	22.444	2.000	39.250	2.500	1.500	15.000	61.857	1.000	4.600	7.200	2.000	4.500	24.500	41.333	10.667	2.000	7.500	40.000	9.333	43.000
MTA1	5.66879990883	1.10097764772	0.608	0.732	75.130	8.182	1.600	69.028	1.000	5.400	2.000	1.000	1.400	14.273	1.000	2.167	3.091	1.333	7.833	19.074	22.833	5.500	2.600	5.143	22.214	9.167	58.955
MTA2	3.11069731654	1.00288250853	0.535	0.377	74.333	10.667	3.500	77.000	1.000	3.000	3.000	1.000	1.500	11.500	1.000	3.000	6.000	2.000	7.600	8.000	17.500	3.500	2.000	6.500	10.667	2.000	76.000
MTA3	8.03550844552	0.849599011151	0.442	0.376	35.453	5.642	3.296	11.708	2.059	42.096	3.429	1.545	14.124	43.457	1.286	12.709	6.101	4.300	7.034	26.317	32.242	35.560	7.000	5.300	30.294	11.824	45.887
MTAP	5.98493107277	-0.236163541109	0.481	0.430	4.769	4.235	2.538	27.500	6.143	25.750	18.395	28.088	42.306	9.593	35.033	38.583	29.800	31.710	15.333	28.100	44.000	9.214	2.000	6.154	5.417	17.037	6.727
MTBP	6.289797586	1.43935717847	0.383	0.253	1.667	8.240	31.192	8.222	42.136	3.000	43.068	28.808	8.895	2.462	35.947	15.806	25.804	33.227	8.895	3.750	9.722	16.789	26.400	11.000	8.000	17.913	3.091
MTCH1	4.20296617056	0.222804561045	0.611	0.589	71.167	10.400	2.500	62.333	1.000	3.500	2.000	1.500	1.000	16.500	1.000	2.000	4.500	1.500	4.889	25.167	19.500	3.000	1.500	6.500	39.750	11.500	40.750
MTCH2	4.66385692995	-0.0862010350493	0.477	0.469	74.583	9.000	2.000	70.833	2.000	2.200	3.000	1.250	1.000	14.778	1.000	2.000	4.000	4.167	8.571	20.091	23.750	3.500	2.400	6.857	21.889	6.333	58.333
MTCL1	6.85058692293	2.25035527176	0.610	0.481	13.700	2.875	2.071	21.688	1.250	24.034	2.583	9.167	35.632	39.700	7.348	3.478	4.240	30.375	6.217	46.237	32.323	37.735	5.880	4.222	13.767	33.872	7.162
MTCP1	2.85579041627	-1.63935479754	0.548	0.582	8.000	40.286	4.000	12.143	11.500	8.500	3.667	1.500	12.600	23.000	4.000	3.333	8.000	10.000	7.000	65.000	33.000	27.500	8.500	5.000	33.800	36.000	11.000
MTDH	6.42763969226	0.804053558967	0.485	0.587	60.547	10.088	3.059	28.458	2.000	16.098	2.800	1.600	4.731	22.044	2.000	2.444	5.346	6.250	6.947	48.527	42.541	14.038	2.833	7.583	39.323	27.655	18.273
MTERF1	2.97158953553	0.259423152281	0.383	0.455	7.500	2.500	2.000	19.857	1.500	27.727	1.667	3.000	52.571	26.429	10.500	3.500	5.667	20.000	6.500	41.333	25.500	44.600	15.000	7.000	27.400	32.000	11.800
MTERF2	3.30392683648	0.207892851641	0.377	0.219	9.600	7.200	2.000	28.333	3.333	31.333	5.500	6.000	45.000	23.200	11.667	9.667	6.500	33.500	7.000	17.667	25.000	39.000	12.667	5.000	9.000	36.833	7.500
MTERF3	4.47352717716	0.350497247084	0.395	0.201	2.000	3.500	40.750	22.250	23.706	32.385	3.167	38.800	14.200	1.500	56.143	24.688	5.714	34.600	10.500	11.385	6.000	4.750	15.833	24.667	3.429	9.000	4.333
MTERF4	4.80420847924	0.463622456852	0.495	0.410	32.000	4.444	3.500	28.867	2.000	24.188	3.500	1.000	20.500	39.727	1.500	2.000	2.000	3.000	7.000	39.000	36.222	29.444	5.500	4.500	28.500	8.333	53.100
MTF1	5.64541345964	1.17568427073	0.510	0.277	49.760	6.375	3.333	48.750	1.333	8.333	1.714	1.400	9.818	28.839	2.750	2.333	3.636	3.500	7.786	34.920	40.000	9.167	3.167	6.800	36.762	10.667	39.136
MTF2	5.9032070247	0.831066510605	0.417	0.249	58.605	8.308	3.500	29.590	1.500	11.773	4.133	1.333	2.400	30.125	1.000	1.500	5.000	5.250	6.235	49.632	41.679	28.421	3.889	4.333	42.526	25.968	19.182
MTFMT	4.81393507048	0.222804561045	0.488	0.562	71.611	8.889	2.667	31.667	1.500	9.909	2.333	1.500	1.500	17.700	1.000	1.500	3.571	4.429	6.727	52.000	39.250	8.400	2.500	7.000	41.000	6.889	38.812
MTFP1	1.7786291259	-0.648371670897	0.622	0.454	41.143	6.000	2.500	44.625	1.000	8.833	3.500	1.000	16.667	35.000	1.000	2.000	10.600	3.000	8.000	31.000	22.500	4.500	2.000	7.333	37.000	11.000	40.667
MTFR1	6.04244735407	0.150559676575	0.461	0.237	28.571	3.400	2.571	30.225	2.167	13.256	5.733	4.700	21.219	42.686	1.800	17.220	6.375	17.794	6.786	30.439	34.143	23.905	7.786	8.294	29.038	27.632	14.467
MTFR1L	3.7045400179	-0.190997225061	0.525	0.365	34.500	2.500	2.667	59.909	1.000	2.000	1.500	1.000	14.286	48.500	1.000	2.333	4.600	3.500	7.833	29.286	37.000	11.000	2.500	5.500	27.167	7.556	52.800
MTFR2	4.27097737891	0.207892851641	0.404	0.424	3.000	3.400	2.833	22.444	10.857	25.000	4.600	4.600	37.333	7.667	37.364	12.900	6.400	11.000	4.500	28.750	41.300	9.600	3.400	5.571	35.818	30.857	13.250
MTG1	4.73085729473	0.00288250853312	0.583	0.589	31.071	6.500	2.500	46.737	2.000	11.500	1.500	2.400	22.300	23.500	14.000	5.143	4.167	3.429	6.250	30.524	38.455	14.000	3.500	5.000	27.750	12.889	47.231
MTG2	4.30231905095	0.284514133244	0.609	0.683	40.333	3.667	2.667	45.188	1.000	2.667	4.500	1.000	13.500	40.333	1.667	2.143	7.333	3.000	10.000	38.688	34.100	7.000	2.000	6.000	19.000	5.500	61.545
MTHFD1	6.16926361464	1.48800077083	0.492	0.397	42.946	4.941	2.556	34.550	1.000	18.286	2.000	1.333	9.522	40.795	1.000	5.824	10.214	3.429	7.727	30.884	39.900	5.500	1.500	6.385	33.667	14.176	40.560
MTHFD1L	7.88392012491	1.60738950002	0.520	0.585	9.958	3.400	4.830	7.968	7.481	51.492	3.185	4.800	37.034	19.188	26.330	15.868	4.959	13.582	6.426	19.047	35.776	24.586	7.712	5.444	25.390	42.370	8.209
MTHFD2	4.06479664591	0.0703893278914	0.468	0.389	74.333	7.200	2.500	61.769	1.000	3.500	4.600	1.500	1.800	15.000	1.000	1.000	5.000	2.500	8.333	24.375	36.556	7.500	2.500	5.400	31.833	8.000	48.300
MTHFD2L	7.49044979388	0.378511623254	0.468	0.480	9.866	3.933	2.500	30.653	20.341	18.465	1.571	37.778	17.026	9.033	41.327	6.268	2.600	10.711	38.139	41.039	37.888	7.318	1.643	7.419	2.320	4.500	6.558
MTHFR	4.34865734537	1.06419306193	0.580	0.455	61.364	7.667	3.500	70.182	3.500	1.500	3.000	2.333	2.500	24.300	1.000	1.500	5.286	2.500	7.500	17.556	31.500	4.500	3.000	6.333	30.750	7.429	49.286
MTHFS	5.74789757016	-0.715485866756	0.521	0.587	55.233	8.368	20.100	4.333	1.800	42.967	3.692	7.100	3.812	30.161	1.000	14.167	3.385	31.000	6.667	32.192	6.867	21.077	40.750	6.571	11.818	38.000	5.800
MTHFSD	4.64731450955	0.336854639125	0.576	0.545	2.000	1.833	1.500	8.545	3.200	26.500	7.545	12.000	45.167	17.500	30.250	47.316	6.250	46.750	5.333	4.500	38.750	37.182	5.800	4.500	5.429	28.167	4.400
MTIF2	5.02808286788	1.12498976998	0.409	0.228	40.474	2.778	4.700	47.579	1.000	4.800	2.000	3.500	18.562	36.647	1.000	2.500	8.000	11.889	4.500	37.111	40.733	14.000	2.500	6.700	33.091	34.500	12.529
MTIF3	3.90342396589	-0.261880711217	0.410	0.287	5.600	2.000	1.500	10.000	1.000	43.000	1.000	3.833	52.250	25.700	13.750	5.000	7.000	21.500	4.500	34.333	21.500	49.000	17.000	3.667	18.500	45.000	6.400
MTM1	6.70832520714	0.855192407959	0.412	0.601	6.143	32.130	2.667	12.929	20.538	34.435	6.565	2.867	19.400	9.567	13.000	33.149	7.346	16.541	7.111	8.970	35.853	26.567	8.000	5.500	28.350	34.323	11.700
MTMR1	6.17276751455	1.07244885007	0.477	0.599	8.800	28.950	5.100	11.517	15.270	23.068	7.714	5.846	18.968	10.947	16.208	39.776	7.048	21.429	6.467	12.806	31.857	28.038	12.000	4.929	22.840	30.136	13.704
MTMR10	5.71874519776	1.22094900447	0.450	0.373	33.680	3.667	3.714	10.000	1.333	20.267	12.611	9.846	9.789	50.786	1.333	46.438	2.750	38.069	3.714	8.588	14.667	47.409	22.909	4.333	9.462	32.000	6.333
MTMR11	3.04421923663	1.11036324336	0.552	0.267	20.571	3.500	2.000	21.500	1.000	29.200	4.500	1.000	25.800	48.000	1.667	4.500	4.500	4.500	7.000	35.400	38.800	28.500	4.500	5.600	39.200	18.333	30.000
MTMR12	6.42629830536	1.16414264885	0.460	0.379	44.125	6.182	2.500	14.378	1.000	24.919	4.333	1.600	8.278	39.059	1.833	4.800	8.393	4.000	8.762	44.833	35.741	6.750	1.900	7.000	34.424	11.800	41.062
MTMR14	5.72688569844	0.963474123975	0.563	0.447	35.148	4.300	2.800	38.185	1.000	7.000	2.778	1.000	10.429	48.900	1.500	2.111	5.929	2.500	7.500	44.379	48.500	17.467	2.500	4.500	39.765	11.667	38.000
MTMR2	6.51298533481	0.947853143387	0.430	0.381	17.163	6.125	3.091	14.216	2.286	25.569	4.789	36.318	24.395	40.225	9.926	7.324	8.222	30.967	11.583	41.111	39.000	28.057	6.353	7.500	5.211	9.815	7.000
MTMR3	7.20652601588	1.85638817681	0.527	0.310	27.545	5.889	3.105	35.915	2.556	7.217	3.182	1.750	11.000	52.635	2.333	2.278	5.810	4.167	7.703	47.901	41.207	12.500	2.808	6.840	32.286	7.026	47.694
MTMR4	4.8257347558	1.84197311893	0.532	0.308	56.273	4.667	4.500	36.684	1.333	8.250	4.250	1.000	4.333	34.500	1.000	5.500	5.700	5.500	5.250	39.714	15.300	48.500	19.750	4.500	40.400	30.833	17.500
MTMR6	5.37030379943	0.89762767428	0.406	0.339	8.923	2.571	5.818	22.250	1.500	24.767	1.600	8.333	41.875	40.000	6.133	3.000	4.545	26.667	8.750	45.222	24.923	38.364	17.591	3.500	14.267	33.409	9.231
MTMR7	6.86709337084	0.985500430305	0.469	0.441	2.333	28.698	2.667	9.000	52.333	6.583	36.881	1.500	1.833	1.000	14.233	35.522	5.867	8.900	8.359	6.769	24.389	3.818	2.833	8.130	32.035	22.872	27.226
MTMR8	6.99291568327	1.0786098347	0.468	0.191	3.250	45.662	33.698	8.270	22.583	7.088	37.024	15.680	5.846	1.400	22.647	32.365	14.810	2.769	70.111	2.647	1.000	1.000	3.357	59.651	1.636	2.000	8.098
MTMR9	5.44807499644	0.719840555064	0.473	0.424	38.033	5.444	34.800	15.688	1.000	41.419	4.000	5.636	15.588	37.333	2.500	22.448	4.000	16.136	4.929	13.900	1.000	10.000	44.650	6.800	29.958	30.407	13.158
MTNR1A	4.45371510495	0.0703893278914	0.550	0.695	3.000	39.917	34.769	5.000	37.400	26.167	21.400	34.308	3.500	1.000	16.000	32.300	7.286	27.500	19.143	8.143	2.833	12.143	39.100	8.000	2.500	9.500	7.500
MTNR1B	3.71808758396	0.119024103142	0.602	0.543	2.500	6.500	47.167	3.500	35.000	3.000	49.333	53.167	11.500	1.667	41.571	26.833	15.167	8.333	30.400	2.000	3.500	5.500	18.500	21.000	1.500	1.500	4.500
MTO1	5.31201163106	1.18332770604	0.480	0.522	63.957	7.417	3.200	36.048	2.833	11.571	3.333	2.000	5.111	20.941	2.000	2.000	2.500	11.556	4.889	45.185	15.750	2.556	2.400	7.667	29.923	32.300	18.667
MTOR	7.28559641474	2.93489387408	0.532	0.385	41.657	6.830	2.846	34.612	1.333	9.767	2.125	1.429	9.755	41.062	1.500	2.286	5.812	3.968	6.971	47.049	41.143	15.029	2.538	5.857	34.323	11.422	42.123
MTPAP	5.30516799016	0.804053558967	0.425	0.507	55.727	5.091	1.833	14.688	1.000	32.667	2.833	1.500	5.286	30.909	1.500	6.300	5.000	13.750	5.333	41.652	43.045	27.045	6.500	6.462	28.167	39.625	11.000
MTPN	5.66397075204	-1.49817873458	0.469	0.209	12.227	2.000	11.727	25.720	1.500	19.200	2.600	11.769	41.391	29.579	13.667	4.182	4.700	32.143	5.636	42.625	20.250	22.000	25.524	5.667	15.067	28.222	6.933
MTR	6.76422140234	1.92409988564	0.472	0.349	2.429	2.333	47.514	7.552	6.833	31.018	15.108	41.920	38.735	8.931	41.578	38.190	3.267	26.688	17.132	7.160	1.000	4.923	31.548	12.882	3.429	7.000	4.143
MTRF1	6.5799946932	0.416839741913	0.425	0.368	32.574	3.889	3.538	22.523	2.000	23.016	3.733	1.800	11.714	49.537	2.250	3.750	4.600	6.800	7.737	44.886	37.409	7.115	3.778	7.125	39.857	26.698	17.281
MTRF1L	3.94953493302	0.215367972203	0.461	0.579	2.000	9.000	10.286	6.600	31.333	14.000	40.083	28.000	11.429	1.333	45.615	30.556	6.400	34.800	6.333	2.500	19.833	33.400	23.000	5.500	5.000	18.500	8.000
MTRNR2L1	0.636914580356	-3.79585928322	0.528	0.598	2.000	54.000	40.667	4.000	36.200	6.500	52.750	35.500	1.000	1.000	5.667	17.000	14.800	4.000	51.667	4.500	1.000	1.000	2.333	52.600	1.000	2.000	5.667
MTRNR2L10	0.164786278143	-3.79585928322	0.486	0.941	2.000	26.500	55.500	3.667	32.000	34.250	9.600	19.000	8.833	1.000	28.800	28.750	3.571	30.286	20.667	23.571	1.000	2.000	17.500	21.800	8.667	14.500	7.000
MTRNR2L2	0.0510240030245	-3.57346686188	0.440	0.491	10.000	3.500	3.500	3.333	1.000	55.222	2.000	2.000	59.286	16.600	9.800	29.500	1.333	9.333	5.500	10.000	30.167	39.000	9.000	5.500	38.500	33.000	11.571
MTRNR2L3	0.467801156488	-3.79585928322	0.458	0.794	51.429	9.000	14.400	41.500	1.500	8.000	1.667	3.000	6.500	31.800	1.000	3.000	8.000	14.000	6.500	37.333	8.500	26.400	40.167	3.000	30.500	35.000	11.500
MTRNR2L4	0.299830761822	-3.57346686188	0.405	0.000	29.000	2.500	5.000	17.667	1.000	21.000	3.333	1.000	14.167	51.900	1.000	2.000	4.000	3.500	8.667	52.167	42.500	33.500	4.500	4.333	47.500	14.800	25.000
MTRNR2L5	0.797428082152	-3.79585928322	0.472	0.249	2.000	78.000	25.800	5.000	20.286	5.000	8.800	35.000	2.000	1.333	2.000	2.500	74.833	11.143	43.714	4.000	1.000	8.333	17.857	45.714	2.000	1.667	6.333
MTRNR2L6	0.480265122054	-3.79585928322	0.528	0.403	8.167	1.000	30.500	7.000	6.833	6.750	37.600	42.833	35.286	24.833	23.833	38.000	8.500	17.500	23.000	2.000	4.000	16.000	36.000	10.500	4.500	6.500	5.500
MTRNR2L7	0.579180148127	-3.79585928322	0.486	0.480	4.000	30.143	31.500	4.000	48.833	3.500	34.500	34.857	3.333	1.000	12.500	18.500	36.800	5.000	48.200	2.000	2.000	2.000	3.500	59.100	2.000	1.500	8.500
MTRNR2L8	0.367371065649	-3.79585928322	0.542	0.568	16.600	2.000	2.500	11.000	1.000	37.500	2.500	1.333	39.500	26.000	15.333	3.000	5.000	6.600	8.500	41.500	34.000	40.000	6.500	4.000	42.167	26.400	15.000
MTRNR2L9	-0.924125133025	-3.79585928322	0.542	0.762	1.500	74.000	25.400	5.500	20.500	2.500	14.000	20.000	1.000	1.000	2.500	1.000	74.500	3.000	68.600	2.500	1.000	1.000	1.000	71.500	1.500	2.000	5.200
